,athlete_link,athlete_name,meet_date,rank,team_link,team_name,time,year
0,https://tf.tfrrs.org/athletes/8587828/West_Texas_AM/William__Amponsah,"Amponsah, William","Apr 21, 2024",1,https://tf.tfrrs.org/teams/tf/TX_college_m_West_Texas_AM.html,West Texas A&M,13:47.86 @,JR-3
1,https://tf.tfrrs.org/athletes/7703415/West_Texas_AM/Harry_Louradour,"Louradour, Harry","Mar 27, 2024",2,https://tf.tfrrs.org/teams/tf/TX_college_m_West_Texas_AM.html,West Texas A&M,13:57.70,JR-3
2,https://tf.tfrrs.org/athletes/8587830/West_Texas_AM/Enrico_Oddone,"Oddone, Enrico","Apr 11, 2024",3,https://tf.tfrrs.org/teams/tf/TX_college_m_West_Texas_AM.html,West Texas A&M,14:01.00,JR-3
3,https://tf.tfrrs.org/athletes/7888919/West_Texas_AM/Adrian_Legarreta,"Legarreta, Adrian","Mar 27, 2024",4,https://tf.tfrrs.org/teams/tf/TX_college_m_West_Texas_AM.html,West Texas A&M,14:20.12,JR-3
4,https://tf.tfrrs.org/athletes/8582036/Texas_Tyler/David_Soto,"Soto, David","Apr 11, 2024",5,https://tf.tfrrs.org/teams/tf/TX_college_m_Texas_Tyler.html,UT-Tyler,14:23.35,FR-1
5,https://tf.tfrrs.org/athletes/7367127/Oklahoma_Christian/Colten_Brown,"Brown, Colten","Apr 12, 2024",6,https://tf.tfrrs.org/teams/tf/OK_college_m_Oklahoma_Christian.html,Oklahoma Christian,14:38.65,SR-4
6,https://tf.tfrrs.org/athletes/7703414/West_Texas_AM/Jay_Hall,"Hall, Jay","Apr 11, 2024",7,https://tf.tfrrs.org/teams/tf/TX_college_m_West_Texas_AM.html,West Texas A&M,14:41.93,SR-4
7,https://tf.tfrrs.org/athletes/8601897/Western_New_Mexico/Jarred_Baca,"Baca, Jarred","Apr 5, 2024",8,https://tf.tfrrs.org/teams/tf/NM_college_m_Western_New_Mexico.html,Western New Mexico,14:45.05,JR-3
8,https://tf.tfrrs.org/athletes/7897937/Western_New_Mexico/Aaron_Perez,"Perez, Aaron","Apr 5, 2024",9,https://tf.tfrrs.org/teams/tf/NM_college_m_Western_New_Mexico.html,Western New Mexico,14:45.35,JR-3
9,https://tf.tfrrs.org/athletes/7689617/Dallas_Baptist/Adam_Whitehead,"Whitehead, Adam","Mar 21, 2024",10,https://tf.tfrrs.org/teams/tf/TX_college_m_Dallas_Baptist.html,Dallas Baptist,14:51.33,SR-4
10,https://tf.tfrrs.org/athletes/8233539/West_Texas_AM/Matthys_Bourse,"Bourse, Matthys","May 9, 2024",11,https://tf.tfrrs.org/teams/tf/TX_college_m_West_Texas_AM.html,West Texas A&M,14:54.38,SO-2
11,https://tf.tfrrs.org/athletes/7689092/Western_New_Mexico/Joshua__Lara,"Lara, Joshua","Apr 5, 2024",12,https://tf.tfrrs.org/teams/tf/NM_college_m_Western_New_Mexico.html,Western New Mexico,14:59.12,SR-4
12,https://tf.tfrrs.org/athletes/7689618/Dallas_Baptist/Jeb_Williamson,"Williamson, Jeb","Mar 21, 2024",13,https://tf.tfrrs.org/teams/tf/TX_college_m_Dallas_Baptist.html,Dallas Baptist,15:00.52,SR-4
13,https://tf.tfrrs.org/athletes/7895107/St_Edwards/Ivan_Guzman,"Guzman, Ivan","Apr 20, 2024",14,https://tf.tfrrs.org/teams/tf/TX_college_m_St_Edwards.html,St. Edward's,15:02.42,JR-3
14,https://tf.tfrrs.org/athletes/8244537/Western_New_Mexico/Elias_Perez,"Perez, Elias","Apr 5, 2024",15,https://tf.tfrrs.org/teams/tf/NM_college_m_Western_New_Mexico.html,Western New Mexico,15:10.39,JR-3
15,https://tf.tfrrs.org/athletes/7895109/St_Edwards/Omar_Guzman,"Guzman, Omar","Mar 28, 2024",16,https://tf.tfrrs.org/teams/tf/TX_college_m_St_Edwards.html,St. Edward's,15:11.98,JR-3
16,https://tf.tfrrs.org/athletes/8235219/Dallas_Baptist/Drew_McLaughlin,"McLaughlin, Drew","Apr 20, 2024",17,https://tf.tfrrs.org/teams/tf/TX_college_m_Dallas_Baptist.html,Dallas Baptist,15:15.43,SO-2
17,https://tf.tfrrs.org/athletes/8601891/Western_New_Mexico/Michael__Castorena,"Castorena, Michael","Apr 5, 2024",18,https://tf.tfrrs.org/teams/tf/NM_college_m_Western_New_Mexico.html,Western New Mexico,15:17.02,FR-1
18,https://tf.tfrrs.org/athletes/8235226/Dallas_Baptist/Luke_Ronsman,"Ronsman, Luke","Apr 20, 2024",19,https://tf.tfrrs.org/teams/tf/TX_college_m_Dallas_Baptist.html,Dallas Baptist,15:18.59,SO-2
19,https://tf.tfrrs.org/athletes/8582039/Texas_Tyler/Jacob_Berryhill,"Berryhill, Jacob","May 9, 2024",20,https://tf.tfrrs.org/teams/tf/TX_college_m_Texas_Tyler.html,UT-Tyler,15:19.11,FR-1
20,https://tf.tfrrs.org/athletes/8586700/Cameron/Victor_Ramos-Sambade,"Ramos-Sambade, Victor","Mar 15, 2024",21,https://tf.tfrrs.org/teams/tf/OK_college_m_Cameron.html,Cameron,15:19.67,FR-1
21,https://tf.tfrrs.org/athletes/7897938/Western_New_Mexico/Ahren_Thorson,"Thorson, Ahren","Apr 5, 2024",22,https://tf.tfrrs.org/teams/tf/NM_college_m_Western_New_Mexico.html,Western New Mexico,15:19.76,JR-3
22,https://tf.tfrrs.org/athletes/7712669/St_Edwards/Nicholas_Gonzalez,"Gonzalez, Nicholas","Mar 1, 2024",23,https://tf.tfrrs.org/teams/tf/TX_college_m_St_Edwards.html,St. Edward's,15:21.44,SR-4
23,https://tf.tfrrs.org/athletes/8582040/Texas_Tyler/Dylan_Navarette,"Navarette, Dylan","Apr 20, 2024",24,https://tf.tfrrs.org/teams/tf/TX_college_m_Texas_Tyler.html,UT-Tyler,15:24.84,FR-1
24,https://tf.tfrrs.org/athletes/8244531/Western_New_Mexico/Rowan_Flores,"Flores, Rowan","Apr 5, 2024",25,https://tf.tfrrs.org/teams/tf/NM_college_m_Western_New_Mexico.html,Western New Mexico,15:25.75,SO-2
25,https://tf.tfrrs.org/athletes/8585880/St_Edwards/Hogan_Heikkinen,"Heikkinen, Hogan","Mar 28, 2024",26,https://tf.tfrrs.org/teams/tf/TX_college_m_St_Edwards.html,St. Edward's,15:27.64,FR-1
26,https://tf.tfrrs.org/athletes/7895108/St_Edwards/Dylan_Sequeira,"Sequeira, Dylan","Mar 28, 2024",27,https://tf.tfrrs.org/teams/tf/TX_college_m_St_Edwards.html,St. Edward's,15:27.76,JR-3
27,https://tf.tfrrs.org/athletes/8601892/Western_New_Mexico/Samuel_Ketcham,"Ketcham, Samuel","Apr 5, 2024",28,https://tf.tfrrs.org/teams/tf/NM_college_m_Western_New_Mexico.html,Western New Mexico,15:29.11,FR-1
28,https://tf.tfrrs.org/athletes/8589937/Dallas_Baptist/CJ_Hobbs,"Hobbs, CJ","Mar 15, 2024",29,https://tf.tfrrs.org/teams/tf/TX_college_m_Dallas_Baptist.html,Dallas Baptist,15:31.38,FR-1
29,https://tf.tfrrs.org/athletes/8582038/Texas_Tyler/Austin_Ponder,"Ponder, Austin","Mar 28, 2024",30,https://tf.tfrrs.org/teams/tf/TX_college_m_Texas_Tyler.html,UT-Tyler,15:34.94,FR-1
30,https://tf.tfrrs.org/athletes/7363616/Cameron/AJ_Espino,"Espino, AJ","Apr 12, 2024",31,https://tf.tfrrs.org/teams/tf/OK_college_m_Cameron.html,Cameron,15:47.04,SR-4
31,https://tf.tfrrs.org/athletes/8582041/Texas_Tyler/Aaron__Smith,"Smith, Aaron","Mar 15, 2024",32,https://tf.tfrrs.org/teams/tf/TX_college_m_Texas_Tyler.html,UT-Tyler,15:48.71,FR-1
32,https://tf.tfrrs.org/athletes/8601894/Western_New_Mexico/Cameron_Shorty,"Shorty, Cameron","Apr 26, 2024",33,https://tf.tfrrs.org/teams/tf/NM_college_m_Western_New_Mexico.html,Western New Mexico,15:51.69,FR-1
33,https://tf.tfrrs.org/athletes/8235224/Dallas_Baptist/Colton_Howard,"Howard, Colton","Apr 6, 2024",34,https://tf.tfrrs.org/teams/tf/TX_college_m_Dallas_Baptist.html,Dallas Baptist,15:51.75,SO-2
34,https://tf.tfrrs.org/athletes/7712670/St_Edwards/Samuel_Flusche,"Flusche, Samuel","Mar 1, 2024",35,https://tf.tfrrs.org/teams/tf/TX_college_m_St_Edwards.html,St. Edward's,15:54.58,SR-4
35,https://tf.tfrrs.org/athletes/7887640/Cameron/Allen_Vasquez,"Vasquez, Allen","Apr 12, 2024",36,https://tf.tfrrs.org/teams/tf/OK_college_m_Cameron.html,Cameron,15:55.54,JR-3
36,https://tf.tfrrs.org/athletes/8585877/St_Edwards/William_Sulentich,"Sulentich, William","Mar 28, 2024",37,https://tf.tfrrs.org/teams/tf/TX_college_m_St_Edwards.html,St. Edward's,16:04.56,FR-1
37,https://tf.tfrrs.org/athletes/7917953/Angelo_State/Emmanuel_Serna,"Serna, Emmanuel","Mar 1, 2024",38,https://tf.tfrrs.org/teams/tf/TX_college_m_Angelo_State.html,Angelo State,16:12.35,JR-3
38,https://tf.tfrrs.org/athletes/8586302/TAMU_Kingsville/Angel_Campos,"Campos, Angel","Apr 20, 2024",39,https://tf.tfrrs.org/teams/tf/TX_college_m_TAMU_Kingsville.html,TAMU-Kingsville,16:13.66,FR-1
39,https://tf.tfrrs.org/athletes/7887644/Cameron/Edward_Kipruto,"Kipruto, Edward","Mar 29, 2024",40,https://tf.tfrrs.org/teams/tf/OK_college_m_Cameron.html,Cameron,16:20.98,SR-4
40,https://tf.tfrrs.org/athletes/8586701/Cameron/Hugo_Kluczkowski,"Kluczkowski, Hugo","Mar 15, 2024",41,https://tf.tfrrs.org/teams/tf/OK_college_m_Cameron.html,Cameron,16:22.43,FR-1
41,https://tf.tfrrs.org/athletes/7917951/Angelo_State/Wes_Rogers,"Rogers, Wes","Mar 1, 2024",42,https://tf.tfrrs.org/teams/tf/TX_college_m_Angelo_State.html,Angelo State,16:49.22,SR-4
42,https://tf.tfrrs.org/athletes/8585878/St_Edwards/Melecio_Ortiz,"Ortiz, Melecio","Mar 1, 2024",43,https://tf.tfrrs.org/teams/tf/TX_college_m_St_Edwards.html,St. Edward's,17:07.44,FR-1
43,https://tf.tfrrs.org/athletes/8235227/Dallas_Baptist/Gabriel_Zumar,"Zumar, Gabriel","Mar 15, 2024",44,https://tf.tfrrs.org/teams/tf/TX_college_m_Dallas_Baptist.html,Dallas Baptist,17:29.04,SO-2
44,https://tf.tfrrs.org/athletes/8257452/Dallas_Baptist/Michael_Serna,"Serna, Michael","Apr 6, 2024",45,https://tf.tfrrs.org/teams/tf/TX_college_m_Dallas_Baptist.html,Dallas Baptist,17:32.71,SO-2
45,https://tf.tfrrs.org/athletes/8613617/Oklahoma_Christian/Brady_Marlar,"Marlar, Brady","Apr 18, 2024",46,https://tf.tfrrs.org/teams/tf/OK_college_m_Oklahoma_Christian.html,Oklahoma Christian,18:18.85,FR-1
46,https://tf.tfrrs.org/athletes/8587828/West_Texas_AM/William__Amponsah,"Amponsah, William","Apr 21, 2024",1,https://tf.tfrrs.org/teams/tf/TX_college_m_West_Texas_AM.html,West Texas A&M,13:47.86 @,JR-3
47,https://tf.tfrrs.org/athletes/7703415/West_Texas_AM/Harry_Louradour,"Louradour, Harry","Mar 27, 2024",2,https://tf.tfrrs.org/teams/tf/TX_college_m_West_Texas_AM.html,West Texas A&M,13:57.70,JR-3
48,https://tf.tfrrs.org/athletes/8587830/West_Texas_AM/Enrico_Oddone,"Oddone, Enrico","Apr 11, 2024",3,https://tf.tfrrs.org/teams/tf/TX_college_m_West_Texas_AM.html,West Texas A&M,14:01.00,JR-3
49,https://tf.tfrrs.org/athletes/7888919/West_Texas_AM/Adrian_Legarreta,"Legarreta, Adrian","Mar 27, 2024",4,https://tf.tfrrs.org/teams/tf/TX_college_m_West_Texas_AM.html,West Texas A&M,14:20.12,JR-3
50,https://tf.tfrrs.org/athletes/8582036/Texas_Tyler/David_Soto,"Soto, David","Apr 11, 2024",5,https://tf.tfrrs.org/teams/tf/TX_college_m_Texas_Tyler.html,UT-Tyler,14:23.35,FR-1
51,https://tf.tfrrs.org/athletes/7367127/Oklahoma_Christian/Colten_Brown,"Brown, Colten","Apr 12, 2024",6,https://tf.tfrrs.org/teams/tf/OK_college_m_Oklahoma_Christian.html,Oklahoma Christian,14:38.65,SR-4
52,https://tf.tfrrs.org/athletes/7703414/West_Texas_AM/Jay_Hall,"Hall, Jay","Apr 11, 2024",7,https://tf.tfrrs.org/teams/tf/TX_college_m_West_Texas_AM.html,West Texas A&M,14:41.93,SR-4
53,https://tf.tfrrs.org/athletes/8601897/Western_New_Mexico/Jarred_Baca,"Baca, Jarred","Apr 5, 2024",8,https://tf.tfrrs.org/teams/tf/NM_college_m_Western_New_Mexico.html,Western New Mexico,14:45.05,JR-3
54,https://tf.tfrrs.org/athletes/7897937/Western_New_Mexico/Aaron_Perez,"Perez, Aaron","Apr 5, 2024",9,https://tf.tfrrs.org/teams/tf/NM_college_m_Western_New_Mexico.html,Western New Mexico,14:45.35,JR-3
55,https://tf.tfrrs.org/athletes/7689617/Dallas_Baptist/Adam_Whitehead,"Whitehead, Adam","Mar 21, 2024",10,https://tf.tfrrs.org/teams/tf/TX_college_m_Dallas_Baptist.html,Dallas Baptist,14:51.33,SR-4
56,https://tf.tfrrs.org/athletes/8233539/West_Texas_AM/Matthys_Bourse,"Bourse, Matthys","May 9, 2024",11,https://tf.tfrrs.org/teams/tf/TX_college_m_West_Texas_AM.html,West Texas A&M,14:54.38,SO-2
57,https://tf.tfrrs.org/athletes/7689092/Western_New_Mexico/Joshua__Lara,"Lara, Joshua","Apr 5, 2024",12,https://tf.tfrrs.org/teams/tf/NM_college_m_Western_New_Mexico.html,Western New Mexico,14:59.12,SR-4
58,https://tf.tfrrs.org/athletes/7689618/Dallas_Baptist/Jeb_Williamson,"Williamson, Jeb","Mar 21, 2024",13,https://tf.tfrrs.org/teams/tf/TX_college_m_Dallas_Baptist.html,Dallas Baptist,15:00.52,SR-4
59,https://tf.tfrrs.org/athletes/7895107/St_Edwards/Ivan_Guzman,"Guzman, Ivan","Apr 20, 2024",14,https://tf.tfrrs.org/teams/tf/TX_college_m_St_Edwards.html,St. Edward's,15:02.42,JR-3
60,https://tf.tfrrs.org/athletes/8244537/Western_New_Mexico/Elias_Perez,"Perez, Elias","Apr 5, 2024",15,https://tf.tfrrs.org/teams/tf/NM_college_m_Western_New_Mexico.html,Western New Mexico,15:10.39,JR-3
61,https://tf.tfrrs.org/athletes/7895109/St_Edwards/Omar_Guzman,"Guzman, Omar","Mar 28, 2024",16,https://tf.tfrrs.org/teams/tf/TX_college_m_St_Edwards.html,St. Edward's,15:11.98,JR-3
62,https://tf.tfrrs.org/athletes/8235219/Dallas_Baptist/Drew_McLaughlin,"McLaughlin, Drew","Apr 20, 2024",17,https://tf.tfrrs.org/teams/tf/TX_college_m_Dallas_Baptist.html,Dallas Baptist,15:15.43,SO-2
63,https://tf.tfrrs.org/athletes/8601891/Western_New_Mexico/Michael__Castorena,"Castorena, Michael","Apr 5, 2024",18,https://tf.tfrrs.org/teams/tf/NM_college_m_Western_New_Mexico.html,Western New Mexico,15:17.02,FR-1
64,https://tf.tfrrs.org/athletes/8235226/Dallas_Baptist/Luke_Ronsman,"Ronsman, Luke","Apr 20, 2024",19,https://tf.tfrrs.org/teams/tf/TX_college_m_Dallas_Baptist.html,Dallas Baptist,15:18.59,SO-2
65,https://tf.tfrrs.org/athletes/8582039/Texas_Tyler/Jacob_Berryhill,"Berryhill, Jacob","May 9, 2024",20,https://tf.tfrrs.org/teams/tf/TX_college_m_Texas_Tyler.html,UT-Tyler,15:19.11,FR-1
66,https://tf.tfrrs.org/athletes/8586700/Cameron/Victor_Ramos-Sambade,"Ramos-Sambade, Victor","Mar 15, 2024",21,https://tf.tfrrs.org/teams/tf/OK_college_m_Cameron.html,Cameron,15:19.67,FR-1
67,https://tf.tfrrs.org/athletes/7897938/Western_New_Mexico/Ahren_Thorson,"Thorson, Ahren","Apr 5, 2024",22,https://tf.tfrrs.org/teams/tf/NM_college_m_Western_New_Mexico.html,Western New Mexico,15:19.76,JR-3
68,https://tf.tfrrs.org/athletes/7712669/St_Edwards/Nicholas_Gonzalez,"Gonzalez, Nicholas","Mar 1, 2024",23,https://tf.tfrrs.org/teams/tf/TX_college_m_St_Edwards.html,St. Edward's,15:21.44,SR-4
69,https://tf.tfrrs.org/athletes/8582040/Texas_Tyler/Dylan_Navarette,"Navarette, Dylan","Apr 20, 2024",24,https://tf.tfrrs.org/teams/tf/TX_college_m_Texas_Tyler.html,UT-Tyler,15:24.84,FR-1
70,https://tf.tfrrs.org/athletes/8244531/Western_New_Mexico/Rowan_Flores,"Flores, Rowan","Apr 5, 2024",25,https://tf.tfrrs.org/teams/tf/NM_college_m_Western_New_Mexico.html,Western New Mexico,15:25.75,SO-2
71,https://tf.tfrrs.org/athletes/8585880/St_Edwards/Hogan_Heikkinen,"Heikkinen, Hogan","Mar 28, 2024",26,https://tf.tfrrs.org/teams/tf/TX_college_m_St_Edwards.html,St. Edward's,15:27.64,FR-1
72,https://tf.tfrrs.org/athletes/7895108/St_Edwards/Dylan_Sequeira,"Sequeira, Dylan","Mar 28, 2024",27,https://tf.tfrrs.org/teams/tf/TX_college_m_St_Edwards.html,St. Edward's,15:27.76,JR-3
73,https://tf.tfrrs.org/athletes/8601892/Western_New_Mexico/Samuel_Ketcham,"Ketcham, Samuel","Apr 5, 2024",28,https://tf.tfrrs.org/teams/tf/NM_college_m_Western_New_Mexico.html,Western New Mexico,15:29.11,FR-1
74,https://tf.tfrrs.org/athletes/8589937/Dallas_Baptist/CJ_Hobbs,"Hobbs, CJ","Mar 15, 2024",29,https://tf.tfrrs.org/teams/tf/TX_college_m_Dallas_Baptist.html,Dallas Baptist,15:31.38,FR-1
75,https://tf.tfrrs.org/athletes/8582038/Texas_Tyler/Austin_Ponder,"Ponder, Austin","Mar 28, 2024",30,https://tf.tfrrs.org/teams/tf/TX_college_m_Texas_Tyler.html,UT-Tyler,15:34.94,FR-1
76,https://tf.tfrrs.org/athletes/7363616/Cameron/AJ_Espino,"Espino, AJ","Apr 12, 2024",31,https://tf.tfrrs.org/teams/tf/OK_college_m_Cameron.html,Cameron,15:47.04,SR-4
77,https://tf.tfrrs.org/athletes/8582041/Texas_Tyler/Aaron__Smith,"Smith, Aaron","Mar 15, 2024",32,https://tf.tfrrs.org/teams/tf/TX_college_m_Texas_Tyler.html,UT-Tyler,15:48.71,FR-1
78,https://tf.tfrrs.org/athletes/8601894/Western_New_Mexico/Cameron_Shorty,"Shorty, Cameron","Apr 26, 2024",33,https://tf.tfrrs.org/teams/tf/NM_college_m_Western_New_Mexico.html,Western New Mexico,15:51.69,FR-1
79,https://tf.tfrrs.org/athletes/8235224/Dallas_Baptist/Colton_Howard,"Howard, Colton","Apr 6, 2024",34,https://tf.tfrrs.org/teams/tf/TX_college_m_Dallas_Baptist.html,Dallas Baptist,15:51.75,SO-2
80,https://tf.tfrrs.org/athletes/7712670/St_Edwards/Samuel_Flusche,"Flusche, Samuel","Mar 1, 2024",35,https://tf.tfrrs.org/teams/tf/TX_college_m_St_Edwards.html,St. Edward's,15:54.58,SR-4
81,https://tf.tfrrs.org/athletes/7887640/Cameron/Allen_Vasquez,"Vasquez, Allen","Apr 12, 2024",36,https://tf.tfrrs.org/teams/tf/OK_college_m_Cameron.html,Cameron,15:55.54,JR-3
82,https://tf.tfrrs.org/athletes/8585877/St_Edwards/William_Sulentich,"Sulentich, William","Mar 28, 2024",37,https://tf.tfrrs.org/teams/tf/TX_college_m_St_Edwards.html,St. Edward's,16:04.56,FR-1
83,https://tf.tfrrs.org/athletes/7917953/Angelo_State/Emmanuel_Serna,"Serna, Emmanuel","Mar 1, 2024",38,https://tf.tfrrs.org/teams/tf/TX_college_m_Angelo_State.html,Angelo State,16:12.35,JR-3
84,https://tf.tfrrs.org/athletes/8586302/TAMU_Kingsville/Angel_Campos,"Campos, Angel","Apr 20, 2024",39,https://tf.tfrrs.org/teams/tf/TX_college_m_TAMU_Kingsville.html,TAMU-Kingsville,16:13.66,FR-1
85,https://tf.tfrrs.org/athletes/7887644/Cameron/Edward_Kipruto,"Kipruto, Edward","Mar 29, 2024",40,https://tf.tfrrs.org/teams/tf/OK_college_m_Cameron.html,Cameron,16:20.98,SR-4
86,https://tf.tfrrs.org/athletes/8586701/Cameron/Hugo_Kluczkowski,"Kluczkowski, Hugo","Mar 15, 2024",41,https://tf.tfrrs.org/teams/tf/OK_college_m_Cameron.html,Cameron,16:22.43,FR-1
87,https://tf.tfrrs.org/athletes/7917951/Angelo_State/Wes_Rogers,"Rogers, Wes","Mar 1, 2024",42,https://tf.tfrrs.org/teams/tf/TX_college_m_Angelo_State.html,Angelo State,16:49.22,SR-4
88,https://tf.tfrrs.org/athletes/8585878/St_Edwards/Melecio_Ortiz,"Ortiz, Melecio","Mar 1, 2024",43,https://tf.tfrrs.org/teams/tf/TX_college_m_St_Edwards.html,St. Edward's,17:07.44,FR-1
89,https://tf.tfrrs.org/athletes/8235227/Dallas_Baptist/Gabriel_Zumar,"Zumar, Gabriel","Mar 15, 2024",44,https://tf.tfrrs.org/teams/tf/TX_college_m_Dallas_Baptist.html,Dallas Baptist,17:29.04,SO-2
90,https://tf.tfrrs.org/athletes/8257452/Dallas_Baptist/Michael_Serna,"Serna, Michael","Apr 6, 2024",45,https://tf.tfrrs.org/teams/tf/TX_college_m_Dallas_Baptist.html,Dallas Baptist,17:32.71,SO-2
91,https://tf.tfrrs.org/athletes/8613617/Oklahoma_Christian/Brady_Marlar,"Marlar, Brady","Apr 18, 2024",46,https://tf.tfrrs.org/teams/tf/OK_college_m_Oklahoma_Christian.html,Oklahoma Christian,18:18.85,FR-1
92,https://tf.tfrrs.org/athletes/7786602/St_Olaf/Will_Kelly,"Kelly, Will","May 1, 2024",1,https://tf.tfrrs.org/teams/tf/MN_college_m_St_Olaf.html,St. Olaf,14:20.34,JR-3
93,https://tf.tfrrs.org/athletes/8254424/St_Olaf/Kevin_Turlington,"Turlington, Kevin","May 1, 2024",2,https://tf.tfrrs.org/teams/tf/MN_college_m_St_Olaf.html,St. Olaf,14:28.03,SO-2
94,https://tf.tfrrs.org/athletes/8238957/Augsburg/Mohammed_Bati,"Bati, Mohammed","May 1, 2024",3,https://tf.tfrrs.org/teams/tf/MN_college_m_Augsburg.html,Augsburg,14:28.17,SO-2
95,https://tf.tfrrs.org/athletes/8365829/Carleton/Gabe_Nichols,"Nichols, Gabe","May 10, 2024",4,https://tf.tfrrs.org/teams/tf/MN_college_m_Carleton.html,Carleton,14:34.88,SO-2
96,https://tf.tfrrs.org/athletes/8239291/Carleton/Roy_Llewellyn,"Llewellyn, Roy","Apr 24, 2024",5,https://tf.tfrrs.org/teams/tf/MN_college_m_Carleton.html,Carleton,14:35.81,SO-2
97,https://tf.tfrrs.org/athletes/7915151/St_Olaf/Andrew_Skemp,"Skemp, Andrew","May 1, 2024",6,https://tf.tfrrs.org/teams/tf/MN_college_m_St_Olaf.html,St. Olaf,14:36.14,JR-3
98,https://tf.tfrrs.org/athletes/7496266/St_Scholastica/Lars_DeWall,"DeWall, Lars","May 1, 2024",7,https://tf.tfrrs.org/teams/tf/MN_college_m_St_Scholastica.html,St. Scholastica,14:37.39,SR-4
99,https://tf.tfrrs.org/athletes/7786611/St_Olaf/David_Lynn,"Lynn, David","Apr 12, 2024",8,https://tf.tfrrs.org/teams/tf/MN_college_m_St_Olaf.html,St. Olaf,14:38.18,JR-3
100,https://tf.tfrrs.org/athletes/7909198/Macalester/Reece_McKee,"McKee, Reece","Apr 12, 2024",9,https://tf.tfrrs.org/teams/tf/MN_college_m_Macalester.html,Macalester,14:42.50,JR-3
101,https://tf.tfrrs.org/athletes/7888676/Bethel_MN/Grant_Graber,"Graber, Grant","May 1, 2024",10,https://tf.tfrrs.org/teams/tf/MN_college_m_Bethel_MN.html,Bethel (Minn.),14:46.98,JR-3
102,https://tf.tfrrs.org/athletes/8254417/St_Olaf/Gael_Manzur_Strandlund,"Manzur Strandlund, Gael","May 1, 2024",11,https://tf.tfrrs.org/teams/tf/MN_college_m_St_Olaf.html,St. Olaf,14:49.28,SO-2
103,https://tf.tfrrs.org/athletes/7915144/St_Olaf/Sean_Hartney,"Hartney, Sean","May 1, 2024",12,https://tf.tfrrs.org/teams/tf/MN_college_m_St_Olaf.html,St. Olaf,14:51.80,JR-3
104,https://tf.tfrrs.org/athletes/8239262/Macalester/Tyler_Edwards,"Edwards, Tyler","Apr 12, 2024",13,https://tf.tfrrs.org/teams/tf/MN_college_m_Macalester.html,Macalester,14:53.22,SO-2
105,https://tf.tfrrs.org/athletes/8254418/St_Olaf/Parker_Max,"Max, Parker","May 1, 2024",14,https://tf.tfrrs.org/teams/tf/MN_college_m_St_Olaf.html,St. Olaf,14:56.85,SO-2
106,https://tf.tfrrs.org/athletes/8631210/St_Johns_MN/Vincent_Kaluza,"Kaluza, Vincent","May 1, 2024",15,https://tf.tfrrs.org/teams/tf/MN_college_m_St_Johns_MN.html,St. John's (Minn.),15:03.83,FR-1
107,https://tf.tfrrs.org/athletes/7786596/St_Olaf/Anders_Cote,"Cote, Anders","May 1, 2024",16,https://tf.tfrrs.org/teams/tf/MN_college_m_St_Olaf.html,St. Olaf,15:05.86,JR-3
108,https://tf.tfrrs.org/athletes/7910482/St_Johns_MN/Eamon_Cavanaugh,"Cavanaugh, Eamon","May 1, 2024",17,https://tf.tfrrs.org/teams/tf/MN_college_m_St_Johns_MN.html,St. John's (Minn.),15:10.03,JR-3
109,https://tf.tfrrs.org/athletes/7720877/Gustavus_Adolphus/Logan_McCullough,"McCullough, Logan","May 10, 2024",18,https://tf.tfrrs.org/teams/tf/MN_college_m_Gustavus_Adolphus.html,Gustavus Adolphus,15:10.43,SR-4
110,https://tf.tfrrs.org/athletes/7909197/Macalester/Nick_Ihrke,"Ihrke, Nick","Apr 12, 2024",19,https://tf.tfrrs.org/teams/tf/MN_college_m_Macalester.html,Macalester,15:15.76,JR-3
111,https://tf.tfrrs.org/athletes/8254411/St_Olaf/Jack_Deaver,"Deaver, Jack","May 1, 2024",20,https://tf.tfrrs.org/teams/tf/MN_college_m_St_Olaf.html,St. Olaf,15:17.24,SO-2
112,https://tf.tfrrs.org/athletes/7909199/Macalester/Ben_Crotteau,"Crotteau, Ben","Apr 12, 2024",21,https://tf.tfrrs.org/teams/tf/MN_college_m_Macalester.html,Macalester,15:24.75,JR-3
113,https://tf.tfrrs.org/athletes/8256484/Carleton/Indy_Lyness,"Lyness, Indy","Apr 13, 2024",22,https://tf.tfrrs.org/teams/tf/MN_college_m_Carleton.html,Carleton,15:27.09,SO-2
114,https://tf.tfrrs.org/athletes/8246937/St_Johns_MN/Nick_St._Peter,"St. Peter, Nick","Apr 6, 2024",23,https://tf.tfrrs.org/teams/tf/MN_college_m_St_Johns_MN.html,St. John's (Minn.),15:30.08,SO-2
115,https://tf.tfrrs.org/athletes/7819680/Macalester/Alex_Fendig,"Fendig, Alex","Apr 25, 2024",24,https://tf.tfrrs.org/teams/tf/MN_college_m_Macalester.html,Macalester,15:33.23,SR-4
116,https://tf.tfrrs.org/athletes/8239263/Macalester/Jordan_Galloway,"Galloway, Jordan","Apr 25, 2024",25,https://tf.tfrrs.org/teams/tf/MN_college_m_Macalester.html,Macalester,15:35.35,SO-2
117,https://tf.tfrrs.org/athletes/8613884/St_Olaf/Wes_Sumner,"Sumner, Wes","Apr 12, 2024",26,https://tf.tfrrs.org/teams/tf/MN_college_m_St_Olaf.html,St. Olaf,15:37.74,FR-1
